"MT0000202045",-1.0
"MT0005129157",13.055023
"MT0012001409",14.371094
"MT0011899302",14.487898
"MT0007799677",14.800792
"MT0002233402",14.93437
"MT0010624346",14.945277
"MT0007043504",14.988544
"MT0011975274",15.125952
"MT0000732821",15.365679
"MT0004428604",15.470632
"MT0003787478",15.609645
"MT0000092267",15.79292
"MT0002161109",15.933006
"MT0009217411",16.070497
"MT0010344415",16.133707
"MT0026158301",16.236953
"MT0005213723",16.294644
"MT0005039941",16.357056
"MT0002379222",16.387771
"MT0000315392",16.411831
